kappa,system,n,N,q,p_reference,cost,eta
1.7,H5,200,5,4,29.730919862656236,6034210.0,5.621593509481573e-07
1.7,H5,200,5,5,35.72004514666935,6515050.0,5.48838768683589e-07
1.7,H5,200,5,6,41.420577856662135,6995890.0,5.322807830055682e-07
1.7,H5,200,5,7,44.91093483101497,7476730.0,5.088696933735559e-07
1.7,H5,200,6,2,20.80776406404415,5485350.0,5.533514159293956e-07
1.7,H5,200,6,3,27.78404875209022,6046330.0,5.498313969172097e-07
1.7,H5,200,6,4,34.76991603917054,6607310.0,5.370949041694216e-07
1.7,H5,200,6,5,41.760539492026695,7168290.0,5.206195427865371e-07
1.7,H5,200,6,6,48.75386567126981,7729270.0,5.028656639140602e-07
1.7,H5,200,6,7,55.49545416973504,8290250.0,4.844607955786881e-07
1.7,H5,200,6,8,59.93325909419152,8851230.0,4.6244777219361424e-07
3.23511,H1,20,2,2,8.531128874149275,14886.990700000002,0.00014399966639211544
3.23511,H1,20,2,3,10.898979485566356,17421.0973,0.00013711358811333823
3.23511,H1,20,2,4,11.65685424949238,19955.2039,0.00012307037136308246
3.23511,H1,20,3,2,11.65685424949238,19101.0973,0.00012857346968223816
3.23511,H1,20,3,3,15.615773105863909,22479.9061,0.00012225502578818267
3.23511,H1,20,3,4,19.165151389911678,25858.7149,0.00011420109659402686
3.23511,H1,20,3,5,20.807764064044157,29237.5237,0.00010381611727836959
3.23511,H1,20,4,2,14.72841614740048,23315.2039,0.00011536586643612912
3.23511,H1,20,4,3,19.69535971483266,27538.7149,0.00010822520481984646
3.23511,H1,20,4,4,24.67579566188592,31762.2259,0.00010093193218139036
3.23511,H1,20,4,5,29.317821063276355,35985.7369,9.387595890924414e-05
3.23511,H1,20,4,6,31.874507866387546,40209.2479,8.609478527136338e-05
3.23511,H1,20,5,2,17.774964387392124,27529.3105,0.00010453552667674166
3.23511,H1,20,5,3,23.747340124470732,32597.5237,9.716905365574261e-05
3.23511,H1,20,5,4,29.730919862656236,37665.7369,9.006030032256929e-05
3.23511,H1,20,5,5,35.72004514666935,42733.9501,8.367380060922607e-05
3.23511,H1,20,5,6,41.420577856662135,47802.1633,7.789977586685548e-05
3.23511,H1,20,5,7,44.91093483101497,52870.3765,7.196244011118148e-05
3.23511,H1,20,6,2,20.80776406404415,31743.4171,9.56206504109575e-05
3.23511,H1,20,6,3,27.78404875209022,37656.332500000004,8.828427649247129e-05
3.23511,H1,20,6,4,34.76991603917054,43569.2479,8.145085587460097e-05
3.23511,H1,20,6,5,41.760539492026695,49482.1633,7.542014361286638e-05
3.23511,H1,20,6,6,48.75386567126981,55395.0787,7.016479769205613e-05
3.23511,H1,20,6,7,55.49545416973504,61307.994099999996,6.551023515783595e-05
3.23511,H1,20,6,8,59.93325909419152,67220.90950000001,6.089223762545616e-05
3.23511,H2,50,2,2,8.531128874149275,124393.80924999999,1.72333471199856e-05
3.23511,H2,50,2,3,10.898979485566356,139729.07575000002,1.709500436364683e-05
3.23511,H2,50,2,4,11.65685424949238,155064.34225,1.583790521382121e-05
3.23511,H2,50,3,2,11.65685424949238,152729.07575,1.6080070821740906e-05
3.23511,H2,50,3,3,15.615773105863909,173176.09775000002,1.5869866197925832e-05
3.23511,H2,50,3,4,19.165151389911678,193623.11975,1.5251761266450213e-05
3.23511,H2,50,3,5,20.807764064044157,214070.14175,1.4179119818181324e-05
3.23511,H2,50,4,2,14.72841614740048,181064.34225,1.48553749768393e-05
3.23511,H2,50,4,3,19.69535971483266,206623.11975,1.4424247703422148e-05
3.23511,H2,50,4,4,24.67579566188592,232181.89725,1.3807376321922963e-05
3.23511,H2,50,4,5,29.317821063276355,257740.67475,1.310695551573305e-05
3.23511,H2,50,4,6,31.874507866387546,283299.45225,1.2219602037276864e-05
3.23511,H2,50,5,2,17.774964387392124,209399.60875,1.3743058018798969e-05
3.23511,H2,50,5,3,23.747340124470732,240070.14175,1.3193937848164917e-05
3.23511,H2,50,5,4,29.730919862656236,270740.67475,1.2529286854356855e-05
3.23511,H2,50,5,5,35.72004514666935,301411.20775,1.1863235101986737e-05
3.23511,H2,50,5,6,41.420577856662135,332081.74075,1.1213437386261428e-05
3.23511,H2,50,5,7,44.91093483101497,362752.27375,1.0488373410331702e-05
3.23511,H2,50,6,2,20.80776406404415,237734.87525,1.2767694206314434e-05
3.23511,H2,50,6,3,27.78404875209022,273517.16375,1.2154491603170672e-05
3.23511,H2,50,6,4,34.76991603917054,309299.45225,1.1473517025174948e-05
3.23511,H2,50,6,5,41.760539492026695,345081.74075,1.081468945372273e-05
3.23511,H2,50,6,6,48.75386567126981,380864.02925,1.0205176103857614e-05
3.23511,H2,50,6,7,55.49545416973504,416646.31775000005,9.639593437991492e-06
3.23511,H2,50,6,8,59.93325909419152,452428.60625,9.04724311886564e-06
3.23511,H3,100,2,2,8.531128874149275,633222.4155,3.385416627568083e-06
3.23511,H3,100,2,3,10.898979485566356,693892.9485,3.442417400030098e-06
3.23511,H3,100,2,4,11.65685424949238,754563.4815,3.254721988025379e-06
3.23511,H3,100,3,2,11.65685424949238,736892.9484999999,3.332769515026824e-06
3.23511,H3,100,3,3,15.615773105863909,817786.9924999999,3.3606324448495376e-06
3.23511,H3,100,3,4,19.165151389911678,898681.0364999999,3.2860308364727596e-06
3.23511,H3,100,3,5,20.807764064044157,979575.0804999999,3.0986151544596284e-06
3.23511,H3,100,4,2,14.72841614740048,840563.4815,3.1999709221944314e-06
3.23511,H3,100,4,3,19.69535971483266,941681.0364999999,3.1649602625589852e-06
3.23511,H3,100,4,4,24.67579566188592,1042798.5915,3.074249290898472e-06
3.23511,H3,100,4,5,29.317821063276355,1143916.1465,2.9531846096231942e-06
3.23511,H3,100,4,6,31.874507866387546,1245033.7015,2.780492254709877e-06
3.23511,H3,100,5,2,17.774964387392124,944234.0144999999,3.0477518580909526e-06
3.23511,H3,100,5,3,23.747340124470732,1065575.0805,2.9725456116741856e-06
3.23511,H3,100,5,4,29.730919862656236,1186916.1465,2.8579841862357547e-06
3.23511,H3,100,5,5,35.72004514666935,1308257.2125,2.733187316490347e-06
3.23511,H3,100,5,6,41.420577856662135,1429598.2785,2.6047721678344375e-06
3.23511,H3,100,5,7,44.91093483101497,1550939.3445000001,2.4531464212505612e-06
3.23511,H3,100,6,2,20.80776406404415,1047904.5475,2.896567436995792e-06
3.23511,H3,100,6,3,27.78404875209022,1189469.1245,2.7949124543437723e-06
3.23511,H3,100,6,4,34.76991603917054,1331033.7015,2.666162793074598e-06
3.23511,H3,100,6,5,41.760539492026695,1472598.2785,2.5342633607875065e-06
3.23511,H3,100,6,6,48.75386567126981,1614162.8555,2.407925865024979e-06
3.23511,H3,100,6,7,55.49545416973504,1755727.4325,2.287542494467585e-06
3.23511,H3,100,6,8,59.93325909419152,1897292.0095,2.157407280575639e-06
3.23511,H4,150,2,2,8.531128874149275,1806415.2857500003,1.1867269455110262e-06
3.23511,H4,150,2,3,10.898979485566356,1942421.0852500002,1.2297380716329869e-06
3.23511,H4,150,2,4,11.65685424949238,2078426.8847500002,1.1816120993327287e-06
3.23511,H4,150,3,2,11.65685424949238,2041421.0852500002,1.2030317372264591e-06
3.23511,H4,150,3,3,15.615773105863909,2222762.15125,1.2364262628936218e-06
3.23511,H4,150,3,4,19.165151389911678,2404103.21725,1.2283555784556868e-06
3.23511,H4,150,3,5,20.807764064044157,2585444.2832500003,1.1740056473206189e-06
3.23511,H4,150,4,2,14.72841614740048,2276426.88475,1.1815792183257014e-06
3.23511,H4,150,4,3,19.69535971483266,2503103.21725,1.1906752546154346e-06
3.23511,H4,150,4,4,24.67579566188592,2729779.5497500002,1.1743889101822882e-06
3.23511,H4,150,4,5,29.317821063276355,2956455.8822500003,1.1426504210075705e-06
3.23511,H4,150,4,6,31.874507866387546,3183132.2147500003,1.0875472114642922e-06
3.23511,H4,150,5,2,17.774964387392124,2511432.68425,1.1458762124952043e-06
3.23511,H4,150,5,3,23.747340124470732,2783444.2832500003,1.137968001914249e-06
3.23511,H4,150,5,4,29.730919862656236,3055455.8822500003,1.1102066951092465e-06
3.23511,H4,150,5,5,35.72004514666935,3327467.48125,1.0746046475467766e-06
3.23511,H4,150,5,6,41.420577856662135,3599479.08025,1.0345324209419191e-06
3.23511,H4,150,5,7,44.91093483101497,3871490.67925,9.82743242268098e-07
3.23511,H4,150,6,2,20.80776406404415,2746438.48375,1.1051863012143135e-06
3.23511,H4,150,6,3,27.78404875209022,3063785.34925,1.0850832193372311e-06
3.23511,H4,150,6,4,34.76991603917054,3381132.2147500003,1.0495752031779254e-06
3.23511,H4,150,6,5,41.760539492026695,3698479.08025,1.0090504181272925e-06
3.23511,H4,150,6,6,48.75386567126981,4015825.94575,9.678667707783655e-07
3.23511,H4,150,6,7,55.49545416973504,4333172.81125,9.268730524937516e-07
3.23511,H4,150,6,8,59.93325909419152,4650519.676750001,8.801664930345644e-07
3.23511,H5,200,2,2,8.531128874149275,3867995.931,5.542202558181867e-07
3.23511,H5,200,2,3,10.898979485566356,4109336.997,5.812784790876057e-07
3.23511,H5,200,2,4,11.65685424949238,4350678.063,5.644854248088343e-07
3.23511,H5,200,3,2,11.65685424949238,4281736.9969999995,5.735743125558049e-07
3.23511,H5,200,3,3,15.615773105863909,4603525.085,5.969950090912614e-07
3.23511,H5,200,3,4,19.165151389911678,4925313.173,5.995747873010025e-07
3.23511,H5,200,3,5,20.807764064044157,5247101.261,5.784767700080241e-07
3.23511,H5,200,4,2,14.72841614740048,4695478.063,5.728444820674944e-07
3.23511,H5,200,4,3,19.69535971483266,5097713.173,5.846509914118813e-07
3.23511,H5,200,4,4,24.67579566188592,5499948.283,5.828823591628671e-07
3.23511,H5,200,4,5,29.317821063276355,5902183.393,5.723637057008118e-07
3.23511,H5,200,4,6,31.874507866387546,6304418.5030000005,5.491079886632201e-07
3.23511,H5,200,5,2,17.774964387392124,5109219.129,5.63254559944527e-07
3.23511,H5,200,5,3,23.747340124470732,5591901.261,5.664389232944365e-07
3.23511,H5,200,5,4,29.730919862656236,6074583.393,5.584230814896444e-07
3.23511,H5,200,5,5,35.72004514666935,6557265.525,5.45305357283365e-07
3.23511,H5,200,5,6,41.420577856662135,7039947.657,5.289496440102331e-07
3.23511,H5,200,5,7,44.91093483101497,7522629.789,5.057647935965531e-07
3.23511,H5,200,6,2,20.80776406404415,5522960.195,5.495832094021293e-07
3.23511,H5,200,6,3,27.78404875209022,6086089.348999999,5.462394453128876e-07
3.23511,H5,200,6,4,34.76991603917054,6649218.5030000005,5.337097178663224e-07
3.23511,H5,200,6,5,41.760539492026695,7212347.657,5.174392638628882e-07
3.23511,H5,200,6,6,48.75386567126981,7775476.811,4.998773174427551e-07
3.23511,H5,200,6,7,55.49545416973504,8338605.965,4.81651384824276e-07
3.23511,H5,200,6,8,59.93325909419152,8901735.118999999,4.598240163242589e-07
